KEY,TICKER,DATE,TIME,CLOSE
508,SBER,2024-05-31,13:00:00,298.10956109368
509,SBER,2024-05-31,14:00:00,298.10956109368
510,SBER,2024-05-31,15:00:00,298.10956109368
511,SBER,2024-05-31,16:00:00,298.10956109368
512,SBER,2024-05-31,17:00:00,298.10956109368
513,SBER,2024-05-31,18:00:00,298.10956109368
514,SBER,2024-05-31,20:00:00,298.10956109368
515,SBER,2024-05-31,21:00:00,298.10956109368
516,SBER,2024-05-31,22:00:00,298.10956109368
517,SBER,2024-05-31,23:00:00,298.10956109368
518,SIBN,2024-06-07,10:00:00,783.3884009842375
519,SIBN,2024-06-07,11:00:00,783.3884009842375
520,SIBN,2024-06-07,12:00:00,783.3884009842375
521,SIBN,2024-06-07,13:00:00,783.3884009842375
522,SIBN,2024-06-07,14:00:00,783.3884009842375
523,SIBN,2024-06-07,15:00:00,783.3884009842375
524,SIBN,2024-06-07,16:00:00,783.3884009842375
525,SIBN,2024-06-07,17:00:00,783.3884009842375
526,SIBN,2024-06-07,18:00:00,783.3884009842375
527,SIBN,2024-06-07,20:00:00,783.3884009842375
528,SIBN,2024-06-07,21:00:00,783.3884009842375
529,SIBN,2024-06-07,22:00:00,783.3884009842375
530,SIBN,2024-06-07,23:00:00,783.3884009842375
531,SIBN,2024-06-10,10:00:00,783.3884009842375
532,SIBN,2024-06-10,11:00:00,783.3884009842375
533,SIBN,2024-06-10,12:00:00,783.3884009842375
534,SIBN,2024-06-10,13:00:00,783.3884009842375
535,SIBN,2024-06-10,14:00:00,783.3884009842375
536,SIBN,2024-06-10,15:00:00,783.3884009842375
537,SIBN,2024-06-10,16:00:00,783.3884009842375
538,SIBN,2024-06-10,17:00:00,783.3884009842375
539,SIBN,2024-06-10,18:00:00,783.3884009842375
540,SIBN,2024-06-10,20:00:00,783.3884009842375
541,SIBN,2024-06-10,21:00:00,783.3884009842375
542,SIBN,2024-06-10,22:00:00,783.3884009842375
543,SIBN,2024-06-10,23:00:00,783.3884009842375
544,AGRO,2024-06-07,10:00:00,1443.1736739772903
545,AGRO,2024-06-07,11:00:00,1443.1736739772903
546,AGRO,2024-06-07,12:00:00,1443.1736739772903
547,AGRO,2024-06-07,13:00:00,1443.1736739772903
548,AGRO,2024-06-07,14:00:00,1443.1736739772903
549,AGRO,2024-06-07,15:00:00,1443.1736739772903
550,AGRO,2024-06-07,16:00:00,1443.1736739772903
551,AGRO,2024-06-07,17:00:00,1443.1736739772903
552,AGRO,2024-06-07,18:00:00,1443.1736739772903
553,AGRO,2024-06-07,20:00:00,1443.1736739772903
554,AGRO,2024-06-07,21:00:00,1443.1736739772903
555,AGRO,2024-06-07,22:00:00,1443.1736739772903
556,AGRO,2024-06-07,23:00:00,1443.1736739772903
557,AGRO,2024-06-10,10:00:00,1443.1736739772903
558,AGRO,2024-06-10,12:00:00,1443.1736739772903
559,AGRO,2024-06-10,13:00:00,1443.1736739772903
560,AGRO,2024-06-10,14:00:00,1443.1736739772903
561,AGRO,2024-06-10,15:00:00,1443.1736739772903
562,AGRO,2024-06-10,16:00:00,1443.1736739772903
563,AGRO,2024-06-10,17:00:00,1443.1736739772903
564,AGRO,2024-06-10,20:00:00,1443.1736739772903
565,AGRO,2024-06-10,22:00:00,1443.1736739772903
566,AGRO,2024-06-10,23:00:00,1443.1736739772903
567,YNDX,2024-06-03,10:00:00,3766.2790285693545
568,YNDX,2024-06-03,11:00:00,3766.2790285693545
569,YNDX,2024-06-03,12:00:00,3766.2790285693545
570,YNDX,2024-06-03,13:00:00,3766.2790285693545
571,YNDX,2024-06-03,14:00:00,3766.2790285693545
572,YNDX,2024-06-03,15:00:00,3766.2790285693545
573,YNDX,2024-06-03,16:00:00,3766.2790285693545
574,YNDX,2024-06-03,17:00:00,3766.2790285693545
575,YNDX,2024-06-03,18:00:00,3766.2790285693545
576,YNDX,2024-06-03,20:00:00,3766.2790285693545
577,YNDX,2024-06-03,21:00:00,3766.2790285693545
578,YNDX,2024-06-03,22:00:00,3766.2790285693545
579,YNDX,2024-06-03,23:00:00,3766.2790285693545
580,YNDX,2024-06-04,10:00:00,3766.2790285693545
581,YNDX,2024-06-04,11:00:00,3766.2790285693545
582,YNDX,2024-06-04,12:00:00,3766.2790285693545
583,YNDX,2024-06-04,13:00:00,3766.2790285693545
584,YNDX,2024-06-04,14:00:00,3766.2790285693545
585,YNDX,2024-06-04,15:00:00,3766.2790285693545
586,YNDX,2024-06-04,16:00:00,3766.2790285693545
587,YNDX,2024-06-04,17:00:00,3766.2790285693545
588,YNDX,2024-06-04,18:00:00,3766.2790285693545
589,YNDX,2024-06-04,20:00:00,3766.2790285693545
590,YNDX,2024-06-04,21:00:00,3766.2790285693545
591,YNDX,2024-06-04,22:00:00,3766.2790285693545
592,YNDX,2024-06-04,23:00:00,3766.2790285693545
593,YNDX,2024-06-05,10:00:00,3766.2790285693545
594,YNDX,2024-06-05,11:00:00,3766.2790285693545
595,YNDX,2024-06-05,12:00:00,3766.2790285693545
596,YNDX,2024-06-05,13:00:00,3766.2790285693545
597,YNDX,2024-06-05,14:00:00,3766.2790285693545
598,YNDX,2024-06-05,15:00:00,3766.2790285693545
599,YNDX,2024-06-05,16:00:00,3766.2790285693545
600,YNDX,2024-06-05,17:00:00,3766.2790285693545
601,YNDX,2024-06-05,18:00:00,3766.2790285693545
602,YNDX,2024-06-05,20:00:00,3766.2790285693545
603,YNDX,2024-06-05,21:00:00,3766.2790285693545
604,YNDX,2024-06-05,22:00:00,3766.2790285693545
605,YNDX,2024-06-05,23:00:00,3766.2790285693545
606,YNDX,2024-06-06,10:00:00,3766.2790285693545
607,YNDX,2024-06-06,11:00:00,3766.2790285693545
608,YNDX,2024-06-06,12:00:00,3766.2790285693545
609,YNDX,2024-06-06,13:00:00,3766.2790285693545
610,YNDX,2024-06-06,14:00:00,3766.2790285693545
611,YNDX,2024-06-06,15:00:00,3766.2790285693545
612,YNDX,2024-06-06,16:00:00,3766.2790285693545
613,YNDX,2024-06-06,17:00:00,3766.2790285693545
614,YNDX,2024-06-06,18:00:00,3766.2790285693545
615,YNDX,2024-06-06,20:00:00,3766.2790285693545
616,YNDX,2024-06-06,21:00:00,3766.2790285693545
617,YNDX,2024-06-06,22:00:00,3766.2790285693545
618,YNDX,2024-06-06,23:00:00,3766.2790285693545
619,SBER,2024-06-03,10:00:00,298.10956109368
620,SBER,2024-06-03,11:00:00,298.10956109368
621,SBER,2024-06-03,12:00:00,298.10956109368
622,SBER,2024-06-03,13:00:00,298.10956109368
623,SBER,2024-06-03,14:00:00,298.10956109368
624,SBER,2024-06-03,15:00:00,298.10956109368
625,SBER,2024-06-03,16:00:00,298.10956109368
626,SBER,2024-06-03,17:00:00,298.10956109368
627,SBER,2024-06-03,18:00:00,298.10956109368
628,SBER,2024-06-03,20:00:00,298.10956109368
629,SBER,2024-06-03,21:00:00,298.10956109368
630,SBER,2024-06-03,22:00:00,298.10956109368
631,SBER,2024-06-03,23:00:00,298.10956109368
632,SBER,2024-06-04,10:00:00,298.10956109368
633,SBER,2024-06-04,11:00:00,298.10956109368
634,SBER,2024-06-04,12:00:00,298.10956109368
635,SBER,2024-06-04,13:00:00,298.10956109368
636,SBER,2024-06-04,14:00:00,298.10956109368
637,SBER,2024-06-04,15:00:00,298.10956109368
638,SBER,2024-06-04,16:00:00,298.10956109368
639,SBER,2024-06-04,17:00:00,298.10956109368
640,SBER,2024-06-04,18:00:00,298.10956109368
641,SBER,2024-06-04,20:00:00,298.10956109368
642,SBER,2024-06-04,21:00:00,298.10956109368
643,SBER,2024-06-04,22:00:00,298.10956109368
644,SBER,2024-06-04,23:00:00,298.10956109368
645,SBER,2024-06-05,10:00:00,298.10956109368
646,SBER,2024-06-05,11:00:00,298.10956109368
647,SBER,2024-06-05,12:00:00,298.10956109368
648,SBER,2024-06-05,13:00:00,298.10956109368
649,SBER,2024-06-05,14:00:00,298.10956109368
650,SBER,2024-06-05,15:00:00,298.10956109368
651,SBER,2024-06-05,16:00:00,298.10956109368
652,SBER,2024-06-05,17:00:00,298.10956109368
653,SBER,2024-06-05,18:00:00,298.10956109368
654,SBER,2024-06-05,20:00:00,298.10956109368
655,SBER,2024-06-05,21:00:00,298.10956109368
656,SBER,2024-06-05,22:00:00,298.10956109368
657,SBER,2024-06-05,23:00:00,298.10956109368
658,SBER,2024-06-06,10:00:00,298.10956109368
659,SBER,2024-06-06,11:00:00,298.10956109368
660,SBER,2024-06-06,12:00:00,298.10956109368
661,SBER,2024-06-06,13:00:00,298.10956109368
662,SBER,2024-06-06,14:00:00,298.10956109368
663,SBER,2024-06-06,15:00:00,298.10956109368
664,SBER,2024-06-06,16:00:00,298.10956109368
665,SBER,2024-06-06,17:00:00,298.10956109368
666,SBER,2024-06-06,18:00:00,298.10956109368
667,SBER,2024-06-06,20:00:00,298.10956109368
668,SBER,2024-06-06,21:00:00,298.10956109368
669,SBER,2024-06-06,22:00:00,298.10956109368
670,SBER,2024-06-06,23:00:00,298.10956109368
671,YNDX,2024-05-13,10:00:00,3766.2790285693545
672,YNDX,2024-05-13,11:00:00,3766.2790285693545
673,YNDX,2024-05-13,12:00:00,3766.2790285693545
674,YNDX,2024-05-13,13:00:00,3766.2790285693545
675,YNDX,2024-05-13,14:00:00,3766.2790285693545
676,YNDX,2024-05-13,15:00:00,3766.2790285693545
677,YNDX,2024-05-13,16:00:00,3766.2790285693545
678,YNDX,2024-05-13,17:00:00,3766.2790285693545
679,YNDX,2024-05-13,18:00:00,3766.2790285693545
680,YNDX,2024-05-13,20:00:00,3766.2790285693545
681,YNDX,2024-05-13,21:00:00,3766.2790285693545
682,YNDX,2024-05-13,22:00:00,3766.2790285693545
683,YNDX,2024-05-13,23:00:00,3766.2790285693545
684,YNDX,2024-05-14,10:00:00,3766.2790285693545
685,YNDX,2024-05-14,11:00:00,3766.2790285693545
686,YNDX,2024-05-14,12:00:00,3766.2790285693545
687,YNDX,2024-05-14,13:00:00,3766.2790285693545
688,YNDX,2024-05-14,14:00:00,3766.2790285693545
689,YNDX,2024-05-14,15:00:00,3766.2790285693545
690,YNDX,2024-05-14,16:00:00,3766.2790285693545
691,YNDX,2024-05-14,17:00:00,3766.2790285693545
692,YNDX,2024-05-14,18:00:00,3766.2790285693545
693,YNDX,2024-05-14,20:00:00,3766.2790285693545
694,YNDX,2024-05-14,21:00:00,3766.2790285693545
695,YNDX,2024-05-14,22:00:00,3766.2790285693545
696,YNDX,2024-05-14,23:00:00,3766.2790285693545
697,YNDX,2024-05-15,10:00:00,3766.2790285693545
698,YNDX,2024-05-15,11:00:00,3766.2790285693545
699,YNDX,2024-05-15,12:00:00,3766.2790285693545
700,YNDX,2024-05-15,13:00:00,3766.2790285693545
701,YNDX,2024-05-15,14:00:00,3766.2790285693545
702,YNDX,2024-05-15,15:00:00,3766.2790285693545
703,YNDX,2024-05-15,16:00:00,3766.2790285693545
704,YNDX,2024-05-15,17:00:00,3766.2790285693545
705,YNDX,2024-05-15,18:00:00,3766.2790285693545
706,YNDX,2024-05-15,20:00:00,3766.2790285693545
707,YNDX,2024-05-15,21:00:00,3766.2790285693545
708,YNDX,2024-05-15,22:00:00,3766.2790285693545
709,YNDX,2024-05-15,23:00:00,3766.2790285693545
710,YNDX,2024-05-16,10:00:00,3766.2790285693545
711,YNDX,2024-05-16,11:00:00,3766.2790285693545
712,YNDX,2024-05-16,12:00:00,3766.2790285693545
713,YNDX,2024-05-16,13:00:00,3766.2790285693545
714,YNDX,2024-05-16,14:00:00,3766.2790285693545
715,YNDX,2024-05-16,15:00:00,3766.2790285693545
716,YNDX,2024-05-16,16:00:00,3766.2790285693545
717,YNDX,2024-05-16,17:00:00,3766.2790285693545
718,YNDX,2024-05-16,18:00:00,3766.2790285693545
719,YNDX,2024-05-16,20:00:00,3766.2790285693545
720,YNDX,2024-05-16,21:00:00,3766.2790285693545
721,YNDX,2024-05-16,22:00:00,3766.2790285693545
722,YNDX,2024-05-16,23:00:00,3766.2790285693545
723,YNDX,2024-05-17,10:00:00,3766.2790285693545
724,YNDX,2024-05-17,11:00:00,3766.2790285693545
725,YNDX,2024-05-17,12:00:00,3766.2790285693545
726,YNDX,2024-05-17,13:00:00,3766.2790285693545
727,YNDX,2024-05-17,14:00:00,3766.2790285693545
728,YNDX,2024-05-17,15:00:00,3766.2790285693545
729,YNDX,2024-05-17,16:00:00,3766.2790285693545
730,YNDX,2024-05-17,17:00:00,3766.2790285693545
731,YNDX,2024-05-17,18:00:00,3766.2790285693545
732,YNDX,2024-05-17,20:00:00,3766.2790285693545
733,YNDX,2024-05-17,21:00:00,3766.2790285693545
734,YNDX,2024-05-17,22:00:00,3766.2790285693545
735,YNDX,2024-05-17,23:00:00,3766.2790285693545
736,YNDX,2024-05-20,10:00:00,3766.2790285693545
737,YNDX,2024-05-20,11:00:00,3766.2790285693545
738,YNDX,2024-05-20,12:00:00,3766.2790285693545
739,YNDX,2024-05-20,13:00:00,3766.2790285693545
740,YNDX,2024-05-20,14:00:00,3766.2790285693545
741,YNDX,2024-05-20,15:00:00,3766.2790285693545
742,YNDX,2024-05-20,16:00:00,3766.2790285693545
743,YNDX,2024-05-20,17:00:00,3766.2790285693545
744,YNDX,2024-05-20,18:00:00,3766.2790285693545
745,YNDX,2024-05-20,20:00:00,3766.2790285693545
746,YNDX,2024-05-20,21:00:00,3766.2790285693545
747,YNDX,2024-05-20,22:00:00,3766.2790285693545
748,YNDX,2024-05-20,23:00:00,3766.2790285693545
749,YNDX,2024-05-21,10:00:00,3766.2790285693545
750,YNDX,2024-05-21,11:00:00,3766.2790285693545
751,YNDX,2024-05-21,12:00:00,3766.2790285693545
752,YNDX,2024-05-21,13:00:00,3766.2790285693545
753,YNDX,2024-05-21,14:00:00,3766.2790285693545
754,YNDX,2024-05-21,15:00:00,3766.2790285693545
755,YNDX,2024-05-21,16:00:00,3766.2790285693545
756,YNDX,2024-05-21,17:00:00,3766.2790285693545
757,YNDX,2024-05-21,18:00:00,3766.2790285693545
758,YNDX,2024-05-21,20:00:00,3766.2790285693545
759,YNDX,2024-05-21,21:00:00,3766.2790285693545
760,YNDX,2024-05-21,22:00:00,3766.2790285693545
761,YNDX,2024-05-21,23:00:00,3766.2790285693545
762,YNDX,2024-05-22,10:00:00,3766.2790285693545
763,YNDX,2024-05-22,11:00:00,3766.2790285693545
764,YNDX,2024-05-22,12:00:00,3766.2790285693545
765,YNDX,2024-05-22,13:00:00,3766.2790285693545
766,YNDX,2024-05-22,14:00:00,3766.2790285693545
767,YNDX,2024-05-22,15:00:00,3766.2790285693545
768,YNDX,2024-05-22,16:00:00,3766.2790285693545
769,YNDX,2024-05-22,17:00:00,3766.2790285693545
770,YNDX,2024-05-22,18:00:00,3766.2790285693545
771,YNDX,2024-05-22,20:00:00,3766.2790285693545
772,YNDX,2024-05-22,21:00:00,3766.2790285693545
773,YNDX,2024-05-22,22:00:00,3766.2790285693545
774,YNDX,2024-05-22,23:00:00,3766.2790285693545
775,YNDX,2024-05-23,10:00:00,3766.2790285693545
776,YNDX,2024-05-23,11:00:00,3766.2790285693545
777,YNDX,2024-05-23,12:00:00,3766.2790285693545
778,YNDX,2024-05-23,13:00:00,3766.2790285693545
779,YNDX,2024-05-23,14:00:00,3766.2790285693545
780,YNDX,2024-05-23,15:00:00,3766.2790285693545
781,YNDX,2024-05-23,16:00:00,3766.2790285693545
782,YNDX,2024-05-23,17:00:00,3766.2790285693545
783,YNDX,2024-05-23,18:00:00,3766.2790285693545
784,YNDX,2024-05-23,20:00:00,3766.2790285693545
785,YNDX,2024-05-23,21:00:00,3766.2790285693545
786,YNDX,2024-05-23,22:00:00,3766.2790285693545
787,YNDX,2024-05-23,23:00:00,3766.2790285693545
788,YNDX,2024-05-24,10:00:00,3766.2790285693545
789,YNDX,2024-05-24,11:00:00,3766.2790285693545
790,YNDX,2024-05-24,12:00:00,3766.2790285693545
791,YNDX,2024-05-24,13:00:00,3766.2790285693545
792,YNDX,2024-05-24,14:00:00,3766.2790285693545
793,YNDX,2024-05-24,15:00:00,3766.2790285693545
794,YNDX,2024-05-24,16:00:00,3766.2790285693545
795,YNDX,2024-05-24,17:00:00,3766.2790285693545
796,YNDX,2024-05-24,18:00:00,3766.2790285693545
797,YNDX,2024-05-24,20:00:00,3766.2790285693545
798,YNDX,2024-05-24,21:00:00,3766.2790285693545
799,YNDX,2024-05-24,22:00:00,3766.2790285693545
800,YNDX,2024-05-24,23:00:00,3766.2790285693545
801,YNDX,2024-05-27,10:00:00,3766.2790285693545
802,YNDX,2024-05-27,11:00:00,3766.2790285693545
803,YNDX,2024-05-27,12:00:00,3766.2790285693545
804,YNDX,2024-05-27,13:00:00,3766.2790285693545
805,YNDX,2024-05-27,14:00:00,3766.2790285693545
806,YNDX,2024-05-27,15:00:00,3766.2790285693545
807,YNDX,2024-05-27,16:00:00,3766.2790285693545
808,YNDX,2024-05-27,17:00:00,3766.2790285693545
809,YNDX,2024-05-27,18:00:00,3766.2790285693545
810,YNDX,2024-05-27,20:00:00,3766.2790285693545
811,YNDX,2024-05-27,21:00:00,3766.2790285693545
812,YNDX,2024-05-27,22:00:00,3766.2790285693545
813,YNDX,2024-05-27,23:00:00,3766.2790285693545
814,YNDX,2024-05-28,10:00:00,3766.2790285693545
815,YNDX,2024-05-28,11:00:00,3766.2790285693545
816,YNDX,2024-05-28,12:00:00,3766.2790285693545
817,YNDX,2024-05-28,13:00:00,3766.2790285693545
818,YNDX,2024-05-28,14:00:00,3766.2790285693545
819,YNDX,2024-05-28,15:00:00,3766.2790285693545
820,YNDX,2024-05-28,16:00:00,3766.2790285693545
821,YNDX,2024-05-28,17:00:00,3766.2790285693545
822,YNDX,2024-05-28,18:00:00,3766.2790285693545
823,YNDX,2024-05-28,20:00:00,3766.2790285693545
824,YNDX,2024-05-28,21:00:00,3766.2790285693545
825,YNDX,2024-05-28,22:00:00,3766.2790285693545
826,YNDX,2024-05-28,23:00:00,3766.2790285693545
827,YNDX,2024-05-29,10:00:00,3766.2790285693545
828,YNDX,2024-05-29,11:00:00,3766.2790285693545
829,YNDX,2024-05-29,12:00:00,3766.2790285693545
830,YNDX,2024-05-29,13:00:00,3766.2790285693545
831,YNDX,2024-05-29,14:00:00,3766.2790285693545
832,YNDX,2024-05-29,15:00:00,3766.2790285693545
833,YNDX,2024-05-29,16:00:00,3766.2790285693545
834,YNDX,2024-05-29,17:00:00,3766.2790285693545
835,YNDX,2024-05-29,18:00:00,3766.2790285693545
836,YNDX,2024-05-29,20:00:00,3766.2790285693545
837,YNDX,2024-05-29,22:00:00,3766.2790285693545
838,YNDX,2024-05-29,23:00:00,3766.2790285693545
839,YNDX,2024-05-30,10:00:00,3766.2790285693545
840,YNDX,2024-05-30,11:00:00,3766.2790285693545
841,YNDX,2024-05-30,12:00:00,3766.2790285693545
842,YNDX,2024-05-30,13:00:00,3766.2790285693545
843,YNDX,2024-05-30,14:00:00,3766.2790285693545
844,YNDX,2024-05-30,15:00:00,3766.2790285693545
845,YNDX,2024-05-30,16:00:00,3766.2790285693545
846,YNDX,2024-05-30,17:00:00,3766.2790285693545
847,YNDX,2024-05-30,18:00:00,3766.2790285693545
848,YNDX,2024-05-30,20:00:00,3766.2790285693545
849,YNDX,2024-05-30,21:00:00,3766.2790285693545
850,YNDX,2024-05-30,22:00:00,3766.2790285693545
851,YNDX,2024-05-30,23:00:00,3766.2790285693545
852,YNDX,2024-05-31,10:00:00,3766.2790285693545
853,YNDX,2024-05-31,11:00:00,3766.2790285693545
854,YNDX,2024-05-31,12:00:00,3766.2790285693545
855,YNDX,2024-05-31,13:00:00,3766.2790285693545
856,YNDX,2024-05-31,14:00:00,3766.2790285693545
857,YNDX,2024-05-31,15:00:00,3766.2790285693545
858,YNDX,2024-05-31,16:00:00,3766.2790285693545
859,YNDX,2024-05-31,17:00:00,3766.2790285693545
860,YNDX,2024-05-31,18:00:00,3766.2790285693545
861,YNDX,2024-05-31,20:00:00,3766.2790285693545
862,YNDX,2024-05-31,21:00:00,3766.2790285693545
863,YNDX,2024-05-31,22:00:00,3766.2790285693545
864,YNDX,2024-05-31,23:00:00,3766.2790285693545
865,CHMF,2024-05-13,10:00:00,1759.735974500729
866,CHMF,2024-05-13,11:00:00,1759.735974500729
867,CHMF,2024-05-13,12:00:00,1759.735974500729
868,CHMF,2024-05-13,13:00:00,1759.735974500729
869,CHMF,2024-05-13,14:00:00,1759.735974500729
870,CHMF,2024-05-13,15:00:00,1759.735974500729
871,CHMF,2024-05-13,16:00:00,1759.735974500729
872,CHMF,2024-05-13,17:00:00,1759.735974500729
873,CHMF,2024-05-13,18:00:00,1759.735974500729
874,CHMF,2024-05-13,20:00:00,1759.735974500729
875,CHMF,2024-05-13,21:00:00,1759.735974500729
876,CHMF,2024-05-13,22:00:00,1759.735974500729
877,CHMF,2024-05-13,23:00:00,1759.735974500729
878,CHMF,2024-05-14,10:00:00,1759.735974500729
879,CHMF,2024-05-14,11:00:00,1759.735974500729
880,CHMF,2024-05-14,12:00:00,1759.735974500729
881,CHMF,2024-05-14,13:00:00,1759.735974500729
882,CHMF,2024-05-14,14:00:00,1759.735974500729
883,CHMF,2024-05-14,15:00:00,1759.735974500729
884,CHMF,2024-05-14,16:00:00,1759.735974500729
885,CHMF,2024-05-14,17:00:00,1759.735974500729
886,CHMF,2024-05-14,18:00:00,1759.735974500729
887,CHMF,2024-05-14,20:00:00,1759.735974500729
888,CHMF,2024-05-14,21:00:00,1759.735974500729
889,CHMF,2024-05-14,22:00:00,1759.735974500729
890,CHMF,2024-05-14,23:00:00,1759.735974500729
891,CHMF,2024-05-15,10:00:00,1759.735974500729
892,CHMF,2024-05-15,11:00:00,1759.735974500729
893,CHMF,2024-05-15,12:00:00,1759.735974500729
894,CHMF,2024-05-15,13:00:00,1759.735974500729
895,CHMF,2024-05-15,14:00:00,1759.735974500729
896,CHMF,2024-05-15,15:00:00,1759.735974500729
897,CHMF,2024-05-15,16:00:00,1759.735974500729
898,CHMF,2024-05-15,17:00:00,1759.735974500729
899,CHMF,2024-05-15,18:00:00,1759.735974500729
900,CHMF,2024-05-15,20:00:00,1759.735974500729
901,CHMF,2024-05-15,21:00:00,1759.735974500729
902,CHMF,2024-05-15,22:00:00,1759.735974500729
903,CHMF,2024-05-15,23:00:00,1759.735974500729
904,CHMF,2024-05-16,10:00:00,1759.735974500729
905,CHMF,2024-05-16,11:00:00,1759.735974500729
906,CHMF,2024-05-16,12:00:00,1759.735974500729
907,CHMF,2024-05-16,13:00:00,1759.735974500729
908,CHMF,2024-05-16,14:00:00,1759.735974500729
909,CHMF,2024-05-16,15:00:00,1759.735974500729
910,CHMF,2024-05-16,16:00:00,1759.735974500729
911,CHMF,2024-05-16,17:00:00,1759.735974500729
912,CHMF,2024-05-16,18:00:00,1759.735974500729
913,CHMF,2024-05-16,20:00:00,1759.735974500729
914,CHMF,2024-05-16,22:00:00,1759.735974500729
915,CHMF,2024-05-16,23:00:00,1759.735974500729
916,CHMF,2024-05-17,10:00:00,1759.735974500729
917,CHMF,2024-05-17,11:00:00,1759.735974500729
918,CHMF,2024-05-17,12:00:00,1759.735974500729
919,CHMF,2024-05-17,13:00:00,1759.735974500729
920,CHMF,2024-05-17,14:00:00,1759.735974500729
921,CHMF,2024-05-17,15:00:00,1759.735974500729
922,CHMF,2024-05-17,16:00:00,1759.735974500729
923,CHMF,2024-05-17,17:00:00,1759.735974500729
924,CHMF,2024-05-17,18:00:00,1759.735974500729
925,CHMF,2024-05-17,20:00:00,1759.735974500729
926,CHMF,2024-05-17,21:00:00,1759.735974500729
927,CHMF,2024-05-17,22:00:00,1759.735974500729
928,CHMF,2024-05-17,23:00:00,1759.735974500729
929,CHMF,2024-05-20,10:00:00,1759.735974500729
930,CHMF,2024-05-20,11:00:00,1759.735974500729
931,CHMF,2024-05-20,12:00:00,1759.735974500729
932,CHMF,2024-05-20,13:00:00,1759.735974500729
933,CHMF,2024-05-20,14:00:00,1759.735974500729
934,CHMF,2024-05-20,15:00:00,1759.735974500729
935,CHMF,2024-05-20,16:00:00,1759.735974500729
936,CHMF,2024-05-20,17:00:00,1759.735974500729
937,CHMF,2024-05-20,18:00:00,1759.735974500729
938,CHMF,2024-05-20,20:00:00,1759.735974500729
939,CHMF,2024-05-20,21:00:00,1759.735974500729
940,CHMF,2024-05-20,22:00:00,1759.735974500729
941,CHMF,2024-05-20,23:00:00,1759.735974500729
942,CHMF,2024-05-21,10:00:00,1759.735974500729
943,CHMF,2024-05-21,11:00:00,1759.735974500729
944,CHMF,2024-05-21,12:00:00,1759.735974500729
945,CHMF,2024-05-21,13:00:00,1759.735974500729
946,CHMF,2024-05-21,14:00:00,1759.735974500729
947,CHMF,2024-05-21,15:00:00,1759.735974500729
948,CHMF,2024-05-21,16:00:00,1759.735974500729
949,CHMF,2024-05-21,17:00:00,1759.735974500729
950,CHMF,2024-05-21,18:00:00,1759.735974500729
951,CHMF,2024-05-21,20:00:00,1759.735974500729
952,CHMF,2024-05-21,21:00:00,1759.735974500729
953,CHMF,2024-05-21,22:00:00,1759.735974500729
954,CHMF,2024-05-21,23:00:00,1759.735974500729
955,CHMF,2024-05-22,10:00:00,1759.735974500729
956,CHMF,2024-05-22,11:00:00,1759.735974500729
957,CHMF,2024-05-22,12:00:00,1759.735974500729
958,CHMF,2024-05-22,13:00:00,1759.735974500729
959,CHMF,2024-05-22,14:00:00,1759.735974500729
960,CHMF,2024-05-22,15:00:00,1759.735974500729
961,CHMF,2024-05-22,16:00:00,1759.735974500729
962,CHMF,2024-05-22,17:00:00,1759.735974500729
963,CHMF,2024-05-22,18:00:00,1759.735974500729
964,CHMF,2024-05-22,20:00:00,1759.735974500729
965,CHMF,2024-05-22,21:00:00,1759.735974500729
966,CHMF,2024-05-22,22:00:00,1759.735974500729
967,CHMF,2024-05-22,23:00:00,1759.735974500729
968,CHMF,2024-05-23,10:00:00,1759.735974500729
969,CHMF,2024-05-23,11:00:00,1759.735974500729
970,CHMF,2024-05-23,12:00:00,1759.735974500729
971,CHMF,2024-05-23,13:00:00,1759.735974500729
972,CHMF,2024-05-23,14:00:00,1759.735974500729
973,CHMF,2024-05-23,15:00:00,1759.735974500729
974,CHMF,2024-05-23,16:00:00,1759.735974500729
975,CHMF,2024-05-23,17:00:00,1759.735974500729
976,CHMF,2024-05-23,18:00:00,1759.735974500729
977,CHMF,2024-05-23,20:00:00,1759.735974500729
978,CHMF,2024-05-23,22:00:00,1759.735974500729
979,CHMF,2024-05-23,23:00:00,1759.735974500729
980,CHMF,2024-05-24,10:00:00,1759.735974500729
981,CHMF,2024-05-24,11:00:00,1759.735974500729
982,CHMF,2024-05-24,12:00:00,1759.735974500729
983,CHMF,2024-05-24,13:00:00,1759.735974500729
984,CHMF,2024-05-24,14:00:00,1759.735974500729
985,CHMF,2024-05-24,15:00:00,1759.735974500729
986,CHMF,2024-05-24,16:00:00,1759.735974500729
987,CHMF,2024-05-24,17:00:00,1759.735974500729
988,CHMF,2024-05-24,18:00:00,1759.735974500729
989,CHMF,2024-05-24,20:00:00,1759.735974500729
990,CHMF,2024-05-24,21:00:00,1759.735974500729
991,CHMF,2024-05-24,22:00:00,1759.735974500729
992,CHMF,2024-05-24,23:00:00,1759.735974500729
993,CHMF,2024-05-27,10:00:00,1759.735974500729
994,CHMF,2024-05-27,11:00:00,1759.735974500729
995,CHMF,2024-05-27,12:00:00,1759.735974500729
996,CHMF,2024-05-27,13:00:00,1759.735974500729
997,CHMF,2024-05-27,14:00:00,1759.735974500729
998,CHMF,2024-05-27,15:00:00,1759.735974500729
999,CHMF,2024-05-27,16:00:00,1759.735974500729
1000,CHMF,2024-05-27,17:00:00,1759.735974500729
